song_id,artist,lyric_text,label
455,new edition,"[Verse 1: Ralph Tresvant]
Would you love me
When nights are cold?
Would you love me
When I grow old?
Would you care
When living's not easy?
Take me by surprise
And say you're there

Would you love me?
Give me one more chance
Would you love me?
Try and understand
Would you share
A life that is music?
Show me in your eyes
That you'll stay with me tonight

[Chorus: Ralph Tresvant, New Edition]
(I'm lost in love) I can't live without you
(I'm lost in love) All my dreams around you
I'm lost in love
And it's true
I can't live without you
Oh, no
[Verse 2: Ralph Tresvant]
Would you love me
When I'm in doubt?
Would you love me
Just to be around?
Would you share
My life that is music?
Take me in your arms
And sing my melody

[Chorus: Ralph Tresvant, New Edition]
(I'm lost in love) I can't live without you
(I'm lost in love) All my dreams around you
And I'm lost in love
And it's true
I can't live without you
Oh, no

[Bridge: Ralph Tresvant, New Edition]
(And I'm lost in love)
Say you really want me
Love is a passion
It just can't hide
(And I'm lost in love)
Time and again, and it hurts me
You'll be my reason
For starting again (Again)
[Chorus: Ralph Tresvant, New Edition]
(I'm lost in love) I can't live without you
(I'm lost in love) And all my dreams around you
(I'm lost in love) I can't live without you
(I'm lost in love) Baby, baby, baby, baby
(I'm lost in love) Baby, I can't live without you
(I'm lost in love)",happy
457,beyonce,"[Verse 1]
I love you
I love you
I love you
[Verse 2]
Baby, I love you
You are my life
My happiest moments weren't complete
If you weren't by my side
(You weren't by my side)
You're my relation
In connection to the sun
(Connection to the sun)
With you next to me
There's no darkness
I can't overcome
(I can't overcome)
You are my raindrops
I am a seed
(I am a seed)
With you and God, who's my sunlight
I bloom and grow so beautifully
(Grow so beautifully)
Baby, I'm so proud
Proud to be your girl
(So proud to be your girl)
You make the confusion
Go all away from this cold
And mixed up world
[Verse 3]
I am in love
(I am in love with you, you make me free)
I can't do this thing, yeah
(I can't do this thing without ya)
'Cause I'm dangerously in love with you
I'll never leave
Just keep lovin' me the way I love you lovin' me, yeah
(I love you lovin' me)
[Verse 4]
Every time I see your face
My heart smiles every time
If feels so good
It hurt sometimes
Created in this world
To love, to hold
To feel, to breathe
To live you
[Verse 5]
Dangerously in love
(I'm in love with you, you make me free)
(I can't do this thing without ya) I can't do this thing, no, no
(Dangerously in love with you)
I love you
I love you
I love you
I love you
I love you
(I'll never leave, just keep lovin' me the way I love you lovin' me)
I love you
Dangerously, dangerous, dangerously
In love
With you, with you
[Verse 6]
In love
I love you
I love you
Love you, love you, love you
Love you
I love you
Love you, love you, love you
[Verse 7]
He loves me
It's special
He different
Every time you keep me
On my feet
Happily, excited by
Your cologne
And your hands
Your smile
Your intelligence
You, me
You court me
You tease me
You please me
You school me
You give me things to think about
Ignite me
Excite me
You love me
And you like me
Incite me
Incite me to go right
[Verse 8]
Dangerously in love",happy
458,rihanna,"[Verse 1]
Take a breath, take it deep
""Calm yourself"", he says to me
If you play, you play for keeps
Take the gun and count to three
I'm sweating now, moving slow
No time to think, my turn to go
[Chorus]
And you can see my heart beating
You can see it through my chest
Said I'm terrified, but I'm not leaving
I know that I must pass this test
So just pull the trigger
[Verse 2]
Say a prayer to yourself
He says, ""Close your eyes, sometimes it helps""
And then I get a scary thought
That he's here, means he's never lost
[Chorus]
And you can see my heart beating
No, you can see it through my chest
Said I'm terrified, but I'm not leaving
Know that I must pass this test
So just pull the trigger
[Bridge]
As my life flashes before my eyes
I'm wondering, will I ever see another sunrise?
So many won't get the chance to say goodbye
But it's too late to think of the value of my life
[Chorus]
And you can see my heart beating
No, you can see it through my chest
Said I'm terrified, but I'm not leaving, no
Know that I must pass this test
[Chorus]
And you can see my heart beating
Oh, you can see it through my chest
Now I am terrified, but I'm not leaving, no, no
Know that I must pass this test
So just pull the trigger",angry
459,michael jackson,"[Verse 1]
Like a comet, blazing 'cross the evening sky
Gone too soon
Like a rainbow, fading in the twinkling of an eye
Gone too soon
[Verse 2]
Shiny and sparkly, and splendidly bright
Here one day, gone one night
Like the loss of sunlight
On a cloudy afternoon
Gone too soon
[Verse 3]
Like a castle built upon a sandy beach
Gone too soon
Like a perfect flower that is just beyond your reach
Gone too soon
[Verse 4]
Born to amuse, to inspire, to delight
Here one day, gone one night
[Verse 5]
Like a sunset dying with the rising of the moon
Gone too soon
Gone too soon",relaxed
460,shania twain,"[Intro]
I do swear that I'll always be there
I'd give anything and everything, and I will always care
Through weakness and strength, happiness and sorrow
For better, for worse, I will love you
With every beat of my heart
[Verse 1]
From this moment, life has begun
From this moment, you are the one
Right beside you is where I belong
From this moment on
From this moment, I have been blessed
I live only for your happiness
And for your love, I'd give my last breath
From this moment on
[Chorus]
I give my hand to you with all my heart
I can't wait to live my life with you, can't wait to start
You and I will never be apart
My dreams came true because of you
[Verse 2]
From this moment, as long as I live
I will love you, I promise you this
There is nothing I wouldn't give
From this moment on, ohh
[Chorus]
You're the reason I believe in love
And you're the answer to my prayers from up above
All we need is just the two of us
My dreams came true because of you
[Verse 3]
From this moment, as long as I live
I will love you, I promise you this
There is nothing I wouldn't give
From this moment
[Outro]
I will love you (I will love you) As long as I live
From this moment on (On)
Mmm, mmm",relaxed
461,julio iglesias,"[Verse 1]
My love is warmer than a smile
My love gives to every needing child
If anyone should ask you who's my true love
Tell them my love, true
Is ever letting all their love come through
[Verse 2]
My love sees love with not a face
And lives to love through time and space
If all of everything about my love
Fits to the tune of you
Then you can say that you are my love too
[Verse 3]
Let my love shine throughout the world
To every mountain top and steeple
Let it be felt by every soul
Till love's all over
[Verse 4]
Let it reach out to every heart
To every disenfranchised people
Till it is present and no more is pain all over
[Verse 5]
Our love sees love's the key to peace
We'll pray till all world wars have ceased
Should you or anyone you know enough
To say they feel as we
Then let our universal song be free
[Verse 6]
Let our love shine throughout the world
To every mountain top and steeple
Let it be felt by every soul
Till love's all over
[Verse 7]
Say words of love to all we see
To rich or poor, for love is equal
Let us lift up humanity
Spread love all over
Let all its forces join as one
So to rebuke all signs of evil
Through every valley, land, and sea
Our love's all people",happy
462,phillips craig  dean,"[Verse 1]
You are not a God created by human hands
You are not a God dependent on any mortal man
You are not a God in need of anything we can give
By Your plan, that's just the way it is
You are not a God created by human hands
You are not a God dependent on any mortal man
You are not a God in need of anything we can give
By Your plan, that's just the way it is

[Chorus]
And You are God alone
From before time began
You were on Your throne
You are God alone
And right now
In the good times and bad
You are on Your throne
And You are God alone

[Verse 2]
You're the only God whose power none can contend
You're the only God whose name and praise will never end
You're the only God who's worthy of everything we can give
You are God, that's just the way it is
[Chorus]
You are God alone
From before time began
And You were on Your throne
And You were God alone
And right now
In the good times and bad
You are on Your throne
And You are God alone

[Bridge]
Unchangeable
Unshakable
Unstoppable
That's what You are
Unchangeable
Unshakable
Unstoppable
That's what You are

[Chorus]
You are God alone
From before time began
And You were on Your throne
And You were God alone
Right now
In the good times and bad
You are on Your throne
And You are God alone
[Outro]
Unchangeable
Unshakable
Unstoppable
That's what You are",happy
463,matt brouwer,"Father, I adore You
And I lay my life before You
How I love You
Spirit, I adore You
And I lay my life before You
And how I love You
Hmm
How I love You
Jesus, I adore You
And I lay my life before You
How I love You
Father, I adore You
And I lay my life before You
How I love You
Spirit, I adore You
And I lay my life before You (Lay my life before You)
How I love You
How I love You
How I love You
Jesus, I adore You
And I lay my life before You
How I love You
How I love You
How I love You",happy
464,counting crows,"[Verse 1]
So she said what's the problem, baby?
What's the problem?
I don't know
Well, maybe I'm in love (Love)
Think about it every time I think about it
Can't stop thinking 'bout it
[Verse 2]
How much longer will it take to cure this?
Just to cure it 'cause I can't ignore it if it's love (Love)
Makes me wanna turn around and face me
But I don't know nothing 'bout love
Ah ah
[Verse 3]
Come on, come on, turn a little faster
Come on, come on, the world will follow after
Come on, come on, because everybody's after love
[Verse 4]
So I said I'm a snowball running
Running down into the spring that's coming
All this love melting under blues skies
Belting out sunlight, shimmering love
[Verse 5]
Well, baby, I surrender
To the strawberry ice cream never-ever-ender
Oh this love
Well, I didn't mean to do it
But there's no escaping your love
Ah ah
[Verse 6]
These lines of lightning mean we're never alone, never alone
No, no
[Verse 7]
Come on, come on, move a little closer
Come on, come on, I wanna hear you whisper
Come on, come on, settle down inside my love
Ah ah, come on, come on, jump a little higher
Come on, come on, if you feel a little lighter
Come on, come on, you were once upon a time in love
[Verse 8]
We're accidentally in love
Accidentally in love
Accidentally in love
Accidentally in love
Accidentally in love
Accidentally in love
Accidentally in love
Accidentally in love
Accidentally
[Verse 9]
I'm in love, I'm in love
I'm in love, I'm in love
I'm in love, I'm in love
Accidentally
I'm in love, I'm in love
I'm in love, I'm in love
I'm in love, I'm in love
Accidentally
[Verse 10]
Come on, come on, spin a little tighter
Come on, come on, and the world's a little brighter
Come on, come on, just get yourself inside her love
I'm in love",happy
466,greg laswell,"[Verse 1]
Ah-ah-ah
Ah-ah-ah, ah-ah-ah
Ah-ah-ah
I let you in, into my world
I gave you things you said you deserved
[Verse 2]
But you took all I had, threw it back in my face
At the hardest time, worst possible place
I know that I was not to blame
[Verse 3]
So go ahead and take everything
When it's over I'll still be standing
Because I was here from the start
You won the war, but still you lost my heart
[Verse 4]
Ah-ah-ah
Ah-ah-ah-ah
Ah-ah-ah-ah-ah
[Verse 5]
Ah-ah-ah
Ah-ah-ah, ah-ah-ah
Ah-ah-ah
All my plans, you followed me
You crossed your heart and said you believed
[Verse 6]
But you took all I had, threw it back in my face
At the hardest time, worst possible place
I know that I was not to blame
[Verse 7]
So go ahead and take everything
When it's over I'll still be standing
Because I was here from the start
You won the war, but still you lost my heart
[Verse 8]
Ah-ah-ah
Ah-ah-ah-ah
Ah-ah-ah-ah-ah
[Verse 9]
Ah-ah-ah
Ah-ah-ah-ah
Ah-ah-ah-ah-ah",relaxed
467,a flock of seagulls,"[Verse 1]
I saw your eyes
And you made me smile
For a little while
I was falling in love
[Verse 2]
I saw your eyes
And you touched my mind
But it took a while
I was falling in love
I was falling in love
[Verse 3]
I saw your eyes
And you make me cry
And for a little while
I was falling in love
[Chorus]
I was falling in love
[Chorus]
Falling in love
Falling in love
Falling in love
Falling in love",happy
468,peter gabriel,"Cover me when I run
Cover me through the fire
Something knocked me out the trees
Now I'm on my knees
Cover me, darling please
Hey, hey, hey
Monkey, monkey, monkey
Don't you know you're going to
Shock the monkey?
Hey, hey
Fox the fox, rat on the rat
You can ape the ape, I know about that
There is one thing you must be sure of
I can't take anymore
Darling, don't you monkey with the monkey
Hey, hey, hey
Monkey, monkey, monkey
Don't you know you're going to
Shock the monkey?
Hey, hey
Shock the monkey
Hey, hey, hey, yeah
Monkey
Wheels keep turning
A monkey
Something's burning
(Yeah)
Monkey
Don't like it but I guess I'm learning
(Shock, shock, shock)
Watch the monkey get hurt, monkey
(Shock, shock, shock)
Watch the monkey get hurt, monkey
Cover me when I sleep
Cover me when I breathe
You throw your pearls before the swine
Make the monkey blind
Cover me, darling please
Hey, hey, hey
Monkey, monkey, monkey
Don't you know you're gonna
Shock the monkey?
Hey, hey
Shock the monkey
Hey, hey, hey, yeah
Monkey
Too much at stake
A monkey
Ground beneath me shake
(Yeah)
Monkey
And the news is breaking
(Shock, shock, shock)
Watch the monkey get hurt, monkey
(Shock, shock, shock)
Watch the monkey get hurt, monkey
Shock the monkey
Shock the monkey
Shock the monkey, hey, hey
Shock the monkey
(Shock the monkey to life)
(Shock the monkey to life)
(Shock the monkey to life)
(Shock the monkey to life)
(Shock the monkey to life)
Honk, honk, honk
(Shock the monkey to life)
(Shock the monkey to life)
Shock the monkey, shock the monkey
(Shock the monkey to life)
Shock the monkey, shock the monkey
(Shock the monkey to life)
Shock the monkey, shock the monkey
(Shock the monkey to life)
Shock the monkey, shock the monkey
Shock the monkey, shock the monkey
Shock the monkey, shock the monkey
Shock the monkey
Shock the monkey to life",sad
469,los tigres del norte,"Él era un hombre de campo
Oriundo de Nuevo León
Tenía apenas 19 años
Su nombre, José Pérez León
Tenía un primo lejano
Que de mojado se fue
Al poco tiempo le envió un telegrama
Diciendo: ""Ven pronto, José""
Pues un trabajo le había ya encontrando
Piscando algodón como él
Y se fue, y se fue
Ahogando el llanto en el adiós
Con su mujer se fue
Sin saber
Que de ese viaje ya jamás iba a volver
Pobre José
Cuando llegó a la frontera
Con Willy se entrevistó
Era el pollero más afamado
Y astuto de la región
Le dijo: ""Pepe, hoy estás de suerte
Mañana te cruzo yo""
La madrugada de un viernes
En una vieja estación
Treinta inocentes pagaban su cuota
Entre ellos, José Pérez León
Y sin dudarlo a todos metieron
En el interior de un vagón
El tren cruzó al otro lado
Casi siete horas después
Fue cuando el aire empezó a terminarse
Y ya nada pudieron hacer
Nadie escuchó aquellos gritos de auxilio
Y la puerta no quiso ceder
Uno por uno se fueron cayendo
Y así falleció el buen José
Y se fue, y se fue
A cruzar el cielo con sus ansias de crecer
Se fue sin saber
Que ya su esposa un hijo suyo iba a tener
Pobre José
Así termina la historia
No queda más que contar
De otro paisano que arriesga la vida
Y que muere como ilegal
De aquel José que mil sueños tenía
Y que a casa jamás volverá",sad
470,the beatles,"[Intro]
As I write this letter
Send my love to you
Remember that I'll always
Be in love with you
[Verse 1]
Treasure these few words
Till we're together
Keep all my love forever
P.S. I love you
You, you, you
[Verse 2]
I'll be coming home again to you, love
Until the day I do, love
P.S. I love you
You, you, you
[Bridge]
As I write this letter
Send my love to you
Remember that I'll always
Be in love with you
[Verse 3]
Treasure these few words
Till we're together
Keep all my love forever
P.S. I love you
You, you, you
[Bridge]
As I write this letter (Oh)
Send my love to you
You know I want you to
Remember that I'll always (Yeah)
Be in love with you
[Verse 4]
I'll be coming home again to you, love
Until the day I do, love
P.S. I love you
You, you, you
You, you, you
I love you",happy
471,portugal the man,"[Verse 1]
Save me, I can't be saved, I won't
I'm a president's son
I don't need no soul
[Verse 2]
All the soldiers say, ""It'll be alright
We may make it through the war
If we make it through the night""
All the people, they say
""What a lovely day, yeah, we won the war
May have lost a million men
But we got a million more""
All the people, they say
[Verse 3]
Share with me all of your pain, I won't
Share your love
I need all your love
[Verse 4]
All the soldiers say, ""It'll be alright
We may make it through the war
If we make it through the night""
All the people, they say
""What a lovely day, yeah, we won the war
May have lost a million men
But we got a million more""
All the people, they say
[Verse 5]
Can't save me, I can't be saved, I won't
I don't need no love
I'm a president's son
[Verse 6]
All the soldiers say, ""It'll be alright
We may make it through the war
If we make it through the night""
All the people, they say
""What a lovely day, yeah, we won the war
May have lost a million men
But we got a million more""
All the people, they say
[Verse 7]
And all the people, they say
""It'll be alright, it'll be alright, it'll be right, now
It'll be alright, it'll be alright, it'll be right, now
It'll be alright, it'll be alright, it'll be right, now""
All the people, they say",angry
472,concrete blonde,"[Verse 1]
Joey, baby
Don't get crazy
Detours, fences
I get defensive
[Chorus]
I know you've heard it all before
So I don't say it anymore
I just stand by and let you fight your secret war
And though I used to wonder why
I used to cry till I was dry
Still sometimes I get a strange pain inside
Oh, Joey, if you're hurtin', so am I
[Verse 2]
Joey, honey
I've got the money
All is forgiven
Listen, listen
[Chorus]
And if I seem to be confused
I didn't mean to be with you
And when you said I scared you, well, I guess you scared me, too
But we got lucky once before
And I don't wanna close the door
And if you're somewhere out there passed out on the floor
Oh, Joey, I'm not angry anymore
[Chorus]
And if I seem to be confused
I didn't mean to be with you
And when you said I scared you, well, I guess you scared me, too
But if it's love you're lookin' for
Then I can give a little more
And if you're somewhere drunk and passed out on the floor
Oh, Joey, I'm not angry anymore
[Outro]
Angry anymore
Angry anymore",angry
473,bruce springsteen,"[Verse 1]
Hey, little girl, is your daddy home?
Did he go and leave you all alone?
I got a bad desire
[Chorus]
Oh, oh, oh, I'm on fire
[Verse 2]
Tell me now, baby, is he good to you?
And can he do to you the things that I do? Oh, no
I can take you higher
[Chorus]
Oh, oh, oh, I'm on fire
[Verse 3]
Sometimes it's like someone took a knife, baby, edgy and dull
And cut a six inch valley through the middle of my skull
At night I wake up with the sheets soaking wet
And a freight train running through the middle of my head
Only you can cool my desire
[Chorus]
Oh, oh, oh, I'm on fire
Oh, oh, oh, I'm on fire
Oh, oh, oh, I'm on fire",angry
474,sufjan stevens,"[Verse 1]
Vesuvius, I am here
You are all I have
Fire of fire, I'm insecure
For it is all been made to plan
Though I know I will fail
I cannot be made to laugh
For in life as in death
I'd rather be burned than be living in debt
[Verse 2]
Vesuvius, are you a ghost
Or the symbols of light, or a fantasy host?
In your breast I carry the form
The heart of the Earth and the weapons of warmth
Vesuvius, the tragic oath
For you have destroyed with the elegant smoke
Oracle, I've fallen at last
But they were the feast of a permanent blast
[Verse 3]
Vesuvius, oh, be kind
It hasn't occurred, no, it hasn't been said
Sufjan, follow the path
It leads to an article of imminent death
Sufjan, follow your heart
Follow the flame or fall on the floor
Sufjan, the panic inside
The murdering ghost that you cannot ignore
[Verse 4]
Vesuvius, fire of fire
Follow me now as I favor the ghost
Vesuvius, fire of fire
Follow me now as I favor the host
Vesuvius, fire of fire
Follow me now as I favor the ghost
Vesuvius, fire of fire
Follow me now as I favor your host
[Verse 5]
Vesuvius, fire of fire
Follow me now as I favor the ghost
Vesuvius, fire of fire
Follow me now as I favor the ghost
Vesuvius, fire of fire
Follow me now as I favor the ghost
Vesuvius, fire of fire
Follow me now as I favor the ghost
[Verse 6]
Follow me now, or follow your death
Why does it have to be so hard?
Follow me now, or follow your death
Why does it have to be so hard?
Follow me now, or follow your death
Why does it have to be so hard?",angry
476,dire straits,"[Verse 1]
Here I am again in this mean old town
And you're so far away from me
Now, where are you when the sun go down?
You're so far away from me
[Verse 2]
You're so far away from me
So far I just can't see
You're so far away from me
You're so far away from me
Alright
[Verse 3]
I'm tired of being in love and being all alone
When you're so far away from me
I'm tired of making out on the telephone
'Cause you're so far away from me
[Verse 4]
You're so far away from me
You're so far, I just can't see
You're so far away from me
You're so far away from me
Alright
[Verse 5]
And I get so tired when I have to explain
When you're so far away from me
See, you've been in the sun and I've been in the rain
And you're so far away from me
[Verse 6]
You're so far away from me
You're so far, I just can't see
You're so far away from me
You're so far away from me
Take it down
[Verse 7]
So far away from me
You're so far away from me
[Verse 8]
(You're so far)
Oh, you're so far away from me
Yeah, you're so far away from me, so far away from me
(You're so far)
And you're so far away from me
So far away from me
(You're so far)
So far away from me
You're so far away from me, so far away from me, so far away
(You're so far)
So far away from me
Yeah, you're so far away from me
(You're so far)
Alright
(You're so far)
You're just so far away from me",relaxed
479,dave matthews band,"Pick me up, love, yeah
Pick me up, love, every day (Come on, come on, come on, every day)
[Instrumental]
Pick me up from the bottom
Up to the top, love, every day
Pay no mind to taunts or advances
I take my chances on every day
Left to right
Up and down, love
I push up love, love, every day
Jump in the mud, oh
Get your hands dirty with
Love it up, oh, every day
[Chorus]
All you need is
All you want is
All you need is love
All you need is
What you want is
All you need is love
Every day
Every day
Oh, every day
[Verse 1]
Pick me up, love, from the bottom
Up onto the top, love, every day
Pay no mind to taunts or advances
I'm gonna take my chances on every day
Left to right
Up and up and inside out right
Good love fight for every day
Jump in the mud, mud
Get your hands filthy, love
Give it up, love
Every day
[Chorus]
All you need is
All you want is
All you need is love
All you need is
What you want is
All you need is love
[Bridge]
What you got
Lay it down on me
What you got
Lay it down on me
[Chorus]
All you need is
All you want is
All you need is love
All you need is
What you want is
All you need is love
Every day
Every day
Oh, every day
[Outro]
(Pick me up, love)
Pick me up, love
Lift me up, love (Every day)
Pick me up, love, every day (Come on, come on, come on, every day)
Pick me up, love
Ah, lift me up, love (Come on, come on)
Pick me up, love, every day (Every day)
(Come on, come on, love)
Pick me up, love (Ah, oh)
Lift me up, love (Mm, mm)
Pick me up, love, every day (Oh, oh)
Pick me up, love (Up from the mountain)
Lift me up, love (Every day)
Pick me up, love, every day (Come on, come on, every day, to the top, love, every day, love)
Pick me up, love (Every day)
Lift me up, love
Pick me up, love, every day (Every day)
Pick me up, love
Lift me up, love (Every day)
Pick me up, love, every day (Come on, come on, come on, every day)
Pick me up, love
Lift me up, love
Pick me up, love, every day",happy
480,pete droge  the sinners,"I woke up near Rittenhouse Square
There was noise in the hall; snow was flowing in the air
And I could see just then the flashing spark
Of the match to my first smoke
Some houses are built to last
It's the couple inside that change too fast
I can see their faces looking through the glass
They're not where they belong

I want to stay with you, babe
Won't you let me stay?
You're a beautiful girl
I'm right where I belong, babe
I'm here with you
You're a beautiful girl

I see your feet at the edge of the bed
While an old love song's creeping into your head
And as your eyes just closed I could only guess
If you were dreaming of me again
Stained glass casts a flickering light
With the curtains closed I can't tell if it's night
But I know for sure that this sure feels right
With you here between my arms

I want to stay with you, babe
Won't you let me stay?
You're a beautiful girl
I'm right where I belong, babe
I'm here with you
You're a beautiful girl
And I hope that you can take me
When I'm going out of my head
And I hope that you will keep me
Keep me warm in your bed

I want to stay with you, babe
Won't you let me stay?
You're a beautiful girl
Right where I belong, babe
Here with you
You're a beautiful girl
I want to stay with you, babe
Won't you let me stay?
You're a beautiful girl
I'm right where I belong, babe
I'm here with you
You're a beautiful girl",relaxed
481,roxy music,"[Verse 1]
I was dreaming of the past
And my heart was beating fast
I began to lose control
I began to lose control
[Chorus]
I didn't mean to hurt you
I'm sorry that I made you cry
I didn't mean to hurt you
I'm just a jealous guy
[Verse 2]
I was feeling insecure
You might not love me anymore
I was shivering inside
I was shivering inside
[Chorus]
I didn't mean to hurt you
I'm sorry that I made you cry
I didn't want to hurt you
I'm just a jealous guy
[Verse 3]
I was tryna catch your eye
I thought that you was tryna to hide
I was swallowing my pain
I was swallowing my pain
[Chorus]
I didn't mean to hurt you
I'm sorry that I made you cry
I didn't mean to hurt you
I'm just a jealous guy",angry
483,u2,"[Verse 1]
The shackles are undone
The bullet's quit the gun
The heat that's in the sun
Will keep us when there's none
The rule has been disproved
The stone, it has been moved
The grave is now a groove
All debts are removed
[Verse 2]
Oh, can't you see what love has done?
Oh, can't you see what love has done?
Oh, can't you see what love has done?
What it's doin' to me?
[Verse 3]
Love makes strange enemies
Makes love where love may please
Soul and its striptease
Hate brought to its knees
The sky over our head
We can reach it from our bed
You let me in your heart
And out of my head, head
[Verse 4]
Oh, can't you see what love has done?
Oh, can't you see what love has done?
Oh, can't you see what love has done?
What it's doin' to me?
[Verse 5]
Oh, oh, oh, oh
Oh, oh, oh, oh
Please don't ever let me out of you
[Verse 6]
I've got no shame, oh, no, oh, no
[Verse 7]
Oh, can't you see what love has done?
Oh, can't you see?
Oh, can't you see what love has done?
What it's doin' to me?
[Verse 8]
(Oh, can't you see what love has done?)
I know I hurt you and made you cry
(Oh, can't you see what love has done?)
Did everything but murder you and I
(Oh, can't you see what love has done?)
But love left a window in the skies
(What it's doin' to me?)
And to love I rhapsodize
(Oh, can't you see what love has done?)
To every broken heart
(Oh, can't you see what love has done?)
For every heart that cries
(Oh, can't you see what love has done?)
Love left a window in the skies
(What it's doin' to me?)
And to love I rhapsodize
[Verse 9]
Oh, can't you see?",happy
489,third day,"Lord of heaven and earth.
Lord of all creation.
Lord of heaven and earth.
Lord of all creation,
of water, earth and sky.
The heavens are your Tabernacle.
Glory to the Lord on high!
God of wonders beyond our galaxy,
you are holy, holy.
The universe declares your majesty,
you are holy, holy.
Lord of heaven and earth
Lord of heaven and earth
Early in the morning,
I will celebrate the light.
When I stumble in the darkness,
I will call your name by night
God of wonders beyond our galaxy,
you are holy, holy.
The universe declares your majesty,
you are holy, holy.
Lord of heaven and earth
Lord of heaven and earth
Hallelujah
To the Lord of Heaven and Earth
Hallelujah
To the Lord of Heaven and Earth
Hallelujah
To the Lord of Heaven and Earth
holy, holy
holy, holy
God of wonders beyond our galaxy,
you are holy, holy.
Precious Lord, reveal your heart to me,
Father, holy, holy.
The universe declares your majesty,
you are holy, holy, holy, holy
Hallelujah
To the lord of heaven and earth
Hallelujah
To the Lord of Heaven and Earth
Hallelujah
To the Lord of Heaven and Earth
Hallelujah
To the Lord of Heaven and Earth
Hallelujah
To the Lord of Heaven and Earth
Hallelujah
To the Lord of Heaven and Earth",relaxed
490,the georgia mass choir,"[Verse 1]
Joy to the world, the Lord is come
Let earth receive her King
Let every heart prepare Him room
Let Heaven, let Heaven, Heaven and nature, Heaven and nature sing
[Verse 2]
Everybody sing (Joy to the world, the Lord, the Lord is come)
Let earth (Let earth) receive (Receive) her King
Let every heart prepare Him room
(And Heaven and nature sing) Heaven and nature sing
(And Heaven and nature sing)
Go tell it (Go tell it, His glory)
Shout out new story (Go shout the new story)
That a Savior is born
(Let) Heaven, (Let) Heaven, (Let) Heaven and nature
[Verse 3]
(Joy to the world, the Lord, the Lord is come)
Let Heaven and earth (And earth) receive (Receive her King)
Let fields and flocks, rocks, hills, and plains
(Repeat the sound ing joy) Repeat the sounding joy
(Repeat the sounding joy)
Go tell it (Go tell it, His glory)
Shout out new story (Go shout the new story)
That the Savior is born
(Let) Heaven, (Let) Heaven, (Let) Heaven and nature sing
[Verse 4]
Joy to the world, for the Savior reigns
And makes His blessings flow
Joyful, all ye nations rise
Join the triumph of the skies
With angelic hosts proclaim
Glory to the King
While the angels sing
[Verse 5]
(Joy to the world, the Lord, the Lord is come) Joy, joy, joy, joy, joy
Yes, it has, let earth (Let earth) receive (Receive) her King
Let every heart prepare Him room
Go, go tell it (Go tell it, His glory)
Shout out new story (Go shout the new story)
That the Savior is born
(Let) Heaven, (Let) Heaven, (Let) Heaven and nature
(Joy to the world) Joy to the world
(Sing joy to the world) Joy, joy, everybody sing
(Joy to the world) Joy, joy, joy, oh, sing it
(Sing joy to the world) Everybody sing
(Joy to the world) Sing it, y'all
(Sing joy to the world) All over the world
(Joy to the world) Joy, joy
(Sing joy to the world) Everybody sing
(Joy to the world)
(Sing joy to the world) Sing joy
(Joy to the world) Singin' joy, singin' joy
(Sing joy to the world) Everybody sing
(Sing joy to the world) Sing joy
(Sing joy to the world) Joy, joy, joy
(Sing joy to the world) Everybody sing
(Sing joy to the world)
(Sing joy) Joy to the world
[Verse 6]
Sweet joy, joy, joy
Peace, love, joy
He'll give you love, He'll give you peace
He'll give you love, He'll give you joy
Joy, joy, joy, joy
Joy (Sing joy), sing joy to the world
(Sing joy to the world), Singin' joy
(Sing joy to the world, sing joy to the world)
(Sing joy to the world, sing joy to the world) Sing it, sing it
(Sing joy to the world, sing joy to the world) Sing joy, everybody sing
[Verse 7]
(Joy to the world)
(Sing joy to the world) Oh, joy
(Joy to the world) Good Lord, I'm free
(Sing joy to the world)
(Sing joy to the world) Sing joy, sing joy
(Sing joy to the world) Sing joy, sing joy
(Sing joy to the world) Sing joy, sing joy
(Sing joy to the world) Sing joy, better sing
Sing joy, joy to the world",happy
491,stevie wonder,"[Verse 1]
Never tears or sorrows came before me in my mind
I had no problems
Never a problem in my life
Never a worry on my mind
[Verse 2]
All my days before today were happy
And secure until your phone call
You were tellin' me goodbye
[Verse 3]
Now I'm lookin' for another love
I'm lookin' for another pure love in my life, oh
And I'm lookin' for another love
I'm lookin' for another pure love in my life
[Verse 4]
(Ooh, ooh, ooh, ooh, ooh)
[Verse 5]
Now the wheel of fate has turned
I'm worried 'bout the new love you've discovered
He is a problem in my life
I have a problem on my mind
[Verse 6]
Things you cherish most in your life
Can be taken if they're left neglected
Leavin' a problem in your life
[Verse 7]
'Cause now I'm lookin' for another love
I'm lookin' for another pure love in my life, oh
And I'm lookin' for another love
I'm lookin' for another pure love in my life, oh, mmm
I'm lookin' for another love
I'm lookin for another pure love in my life
And now I'm lookin' for another love
I'm lookin' for another pure love in my life
And now I'm lookin' for another love
I'm lookin' for another pure love in my life",happy
