Index;Artist;Title;Mood;Lyrics 
ML693;Vanilla Fudge;You Keep Me Hangin' On;happy;"Set me free, why don't you, babe?
Get out my life, why don't you, babe? (Ooh-ooh-ooh-ooh)
You really don't want me
You just keep me hangin' on
You really don't need me
You just keep me hangin' on
You said, when we broke up
You just wanna be friends
But how can we still be friends
When seeing you only breaks my heart again?
There ain't nothing I can do about it
You know I need love
(Set me free, why don't you, babe?) I'm talkin' 'bout love
(Get out my life, why don't you, babe?) Ooh-ooh-ooh-ooh
You really don't want me
You just keep me hangin' on
You really don't need me
You just keep me hangin' on
Get out my life, why don't you, babe? (Ooh-ooh-ooh-ooh)
Get out my life, why don't you, babe? (Ooh-ooh-ooh-ooh)
Get out my life, why don't you, babe? (Ooh-ooh-ooh-ooh)
Get out my life, why don't you, babe? (Ooh-ooh-ooh-ooh)
Hey
Come on to me now"
ML694;The Sylvers;Boogie Fever;sad;"Boogie fever
Got to boogie down
Boogie fever
I think it's going around
I took my baby to the drive-in show
She turned the speaker down
And then she turned on the radio
I watched a silent movie, diggin' funky sound
She's got the boogie fever
She likes to boogie down
Boogie fever
I think it's going around
I took my baby to the pizza parlor (pizza parlor)
To get a bite to eat, na-na, hey
I put some money in the jukebox for her
You know she ate her pizza dancing to the beat
She's got the boogie fever
She likes to boogie down
Ah-ah-ah, she's got the boogie fever
I think it's going around
(All night long) we did the bump, bump, bump
Yes, we did, yes, we did, yes, we did, yeah (yeah)
(She kept it going strong) doin' the bump, bump, bump
Doin' the bump, bump, bump, yeah (yeah)
I called the doctor on the telephone (doctor, doctor)
Said doctor, doctor, please, I, I, I
I got this feeling rockin' and a-reelin', tell me
What can it be, is it some new disease?
They call it boogie fever
You've got to boogie down
Ah-ah-ah, just get on down
Boogie fever
I think it's going around
Fever, fever, fever
Ooh-ooh-ooh, ooh-ooh-ooh, ooh-ooh-ooh
(All night long) we did the bump, bump, bump
Yes, we did, yes, we did, yes, we did (yeah)
(We kept it going strong) doin' the bump, bump, bump
(Yeah) everybody's got the boogie fever
(Boogie fever, baby)
Boogie down, now get on down, now get on down
Boogie fever (bo-bo-bo-bo-boogie fever)
I think it's going around, and around, and around
I say, I (I got the boogie fever)
And I said, you (you got the boogie fever)
I said, she's (she's got the boogie fever)
Everybody's got the boogie fever
Boogie fever
Boogie down
Just get on down, just get on down
Boogie fever (bo-bo-bo-bo-boogie fever...)"
ML695;George Harrison;What Is Life;happy;"[Verse 1]
What I feel, I can't say
But my love is there for you any time of day
But if it's not love that you need
Then I'll try my best to make everything succeed
[Chorus]
Tell me, what is my life without your love?
Tell me, who am I without you by my side?
[Verse 2]
What I know, I can do
If I give my love now to everyone like you
But if it's not love that you need
Then I'll try my best to make everything succeed
[Chorus]
Tell me, what is my life without your love?
Tell me, who am I without you by my side?
[Chorus]
Tell me, what is my life without your love?
Tell me, who am I without you by my side?
[Verse 3]
What I feel, I can't say
But my love is there for you any time of day
But if it's not love that you need
Then I'll try my best to make everything succeed
[Chorus]
Tell me, what is my life without your love?
Tell me, who am I without you by my side?
Oh, tell me, what is my life without your love?
Tell me, who am I without you by my side?
[Outro]
What is my life without your love?
Tell me, who am I without you by my side?
Oh, tell me, what is my life without your love?"
ML696;Nicolette Larson;Lotta Love;happy;"[Verse 1]
It's gonna take a lotta love
To change the way things are
It's gonna take a lotta love
Or we won't get too far
[Verse 2]
So if you look in my direction
And we don't see eye to eye
My heart needs protection
And so do I
[Verse 3]
It's gonna take a lotta love
To get us through the night
It's gonna take a lotta love
To make this work out right
[Verse 4]
So if you are out there waiting
I hope you show up soon
You know I need relating
Not solitude
[Bridge]
Got a lotta love
Got a lotta love, love
[Verse 5]
It's gonna take a lotta love (Gonna take a lotta love)
To change the way things are
It's gonna take a lotta love (Gonna take a lotta love)
Or we won't get too far
[Outro]
It's gonna take a lotta love (Gonna take a lotta love)
It's gonna take a lotta love (Gonna take a lotta love)
It's gonna take a lotta love (Gonna take a lotta love)
It's gonna take a lotta love (Gonna take a lotta love)"
ML697;Lindsey Buckingham;Trouble;angry;"[Verse 1]
Two, a-three, a-four
Two, a-three, a-four
Two, a-three, a-four
[Verse 2]
I should be sayin' goodnight
I really shouldn't stay anymore
It's been so long since I held you
Forgotten what love is for
[Chorus]
I should run on the double
(I think I'm in) I think I'm in trouble
I think I'm in trouble
Yes, I think I'm in trouble
[Verse 3]
Now come to me, darlin', and hold me
Let you, honey, keep you warm
Been so long since I held you
Forgotten what love is for
[Chorus]
I should run on the double
(I think I'm in) I think I'm in trouble
I think I'm in trouble
I think I'm in trouble
(I think I'm in) I think I'm in trouble
[Outro]
I should run on the double
(I think I'm in) I think I'm in trouble
I think I'm in trouble
(I think I'm in) I think I'm in trouble
(I think I'm in) I think I'm in trouble"
ML698;U2;Angel Of Harlem;relaxed;"[Verse 1]
It was a cold and wet December day
When we touched the ground at JFK
The snow was melting on the ground
On BLS, I heard the sound of an angel
[Verse 2]
New York like a Christmas tree
Tonight, this city belongs to me, angel
[Chorus]
Soul love
Well, this love won't let me go
So long
Angel of Harlem
[Verse 3]
Birdland on Fifty-Three
The street sounds like a symphony
We got John Coltrane and ""A Love Supreme""
Miles says she's got to be an angel
[Verse 4]
Lady Day got diamond eyes
She sees the truth behind the lies, angel
[Chorus]
Soul love
Well, this love won't let me go
So long
Angel of Harlem
Angel of Harlem, yeah
[Bridge]
She says it's heart
Heart and soul
Yeah, yeah, yeah
Yeah, yeah, right now
[Verse 5]
Blue light on the avenue
God knows they got to you
An empty glass, the lady sings
Eyes swollen like a bee sting
Blinded, you lost your way
Through the side streets and the alleyway
Like a star exploding in the night
Falling to the city in broad daylight
[Chorus]
An angel in devil's shoes
Salvation in the blues
You never looked like an angel
Yeah, yeah
Angel of Harlem
Oh yeah
[Outro]
Angel, angel of Harlem
Angel, angel of Harlem
Angel, angel of Harlem
Angel, angel of Harlem, yeah
Alright, that's alright, that's alright"
ML699;Grand Funk Railroad;Bad Time;happy;"[Verse 1]
I'm in love with a girl that I'm talkin' about
I'm in love with a girl I can't live without
I'm in love, but I sure picked a bad time
To be in love
To be in love
[Verse 2]
Well, let her be somebody else's queen
I don't wanna know about it
There's too many others that know what I mean
And that's why I got to live without it
[Verse 3]
I'm in love with a girl I'm talkin' about
I'm in love with a girl I can't live without
I'm in love, but I feel like I'm wearin' it out
I'm in love, but I must have picked a bad time to be in love
A bad time to be in love
A bad time to be in love
A bad time to be in love
[Verse 4]
All the stories comin' back to me
From my friends and the people I don't wanna see
The things they say I know just couldn't be true
At least not until I hear it from you
[Verse 5]
'Cause I still love the little girl I'm talkin' about
I'm in love with the girl I can't live without
I'm in love, but I feel like I'm wearin' it out
I'm in love, but I must have picked a bad time to be in love
A bad time to be in love
A bad time to be in love
A bad time to be in love
[Verse 6]
You know that I love the little girl I'm talkin' about
I'm in love with the girl I can't live without
I'm in love, but it feels like I'm wearing it out
I'm in love, but I must have picked a bad time to be in love
A bad time to be in love
A bad time to be in love
A bad time to be in love"
ML700;Haddaway;What Is Love;angry;"[Intro]
What is love?
Oh baby, don't hurt me
Don't hurt me no more
Oh baby, don't hurt me
Don't hurt me no more
[Intro]
What is love?
Yeah
Ooh, ooh
[Verse 1]
Oh I don't know why you're not there
I give you my love, but you don't care
So what is right and what is wrong?
Give me a sign
[Chorus]
What is love?
Oh baby, don't hurt me
Don't hurt me no more
What is love?
Oh baby, don't hurt me
Don't hurt me no more
[Chorus]
Woah, whoa, whoa, ooh-whoa, ah, ha
Woah, whoa, whoa, ooh-whoa, ah, ha
[Verse 2]
Oh I don't know
What can I do?
What else can I say?
It's up to you
I know we're one
Just me and you
I can't go on
[Chorus]
What is love?
Oh baby, don't hurt me
Don't hurt me no more
What is love?
Oh baby, don't hurt me
Don't hurt me no more
[Chorus]
Woah, whoa, whoa, ooh-whoa, ah, ha
Woah, whoa, whoa, ooh-whoa, ah, ha
[Chorus]
What is love?
Ooh, ooh, ooh
What is love?
Ooh, ooh, ooh
What is love?
Oh baby, don't hurt me
Don't hurt me no more
[Bridge]
Don't hurt me
Don't hurt me
[Verse 3]
I want no other
No other lover
This is our life
Our time
We are together
I need you forever
Is it love?
[Chorus]
What is love?
Oh baby, don't hurt me
Don't hurt me no more
What is love?
Oh baby, don't hurt me
Don't hurt me no more
Yeah
[Chorus]
Woah, whoa, whoa, ooh-whoa, ah, ha
Woah, whoa, whoa, ooh-whoa, ah, ha
[Chorus]
What is love?
Oh baby, don't hurt me
Don't hurt me no more
What is love?
Oh baby, don't hurt me
Don't hurt me no more
Ah, ha, ah, ha
[Outro]
Oh baby, don't hurt me
Don't hurt me no more
Ah, ha, ah, ha
Oh baby, don't hurt me
Don't hurt me no more
What is love?"
ML701;The S.O.S. Band;Take Your Time ;relaxed;"[Verse 1]
Let's do it, let's do it
Let's do it, let's do it
Ooh, babe
Let's do it
Take your time, come on, baby
Let's do it
Ooh, baby, babe
Let's do it
Take your time
Let's do it
You know you ought to slow down
You've been working too hard, and that's a fact
Sit back and relax a while
Take some time to laugh and smile
Lay your heavy load down
So we can stop and kick back
It seems we never take the time to do
All the things we want to, yeah
[Verse 2]
Now, baby, we can do it, take the time, do it right
We can do it, baby, do it tonight
Baby, we can do it, take the time, do it right
We can do it, baby, do it tonight
Baby, we can do it, take the time, do it right
We can do it, baby, do it tonight
Baby, we can do it, take the time, do it right
We can do it, baby, do it tonight
[Verse 3]
The love I feel for you
You feel for me
One life is all we have to live
Our love is all we have to give, yeah
There are so many things
For us to do and see, yeah
Let's take some time to be alone
Lock the door, pull out the phone, yeah
[Verse 4]
And baby, we can do it, take the time, do it right
We can do it, baby, do it tonight
Baby, we can do it, take the time, do it right
We can do it, baby, do it tonight
Baby, we can do it, take the time, do it right
We can do it, baby, do it tonight
Baby, we can do it, take the time, do it right
We can do it, baby, do it tonight
[Verse 5]
Take your time
Take the time
Take the time
Take the time
[Verse 6]
(Take your time) Take your time
Take your time (Ooh, baby)
(Take your time) Take your time
Baby, take your time (Take your time)
Take your time
Take your time (Take your time)
Take your time
Baby, take your time (Take your time)
Take your time
Take your time (Take your time)
Take your time
Baby, take your time (Take your time)
Take your time
Take your time (Ooh, baby)
(Take your time) Take your time
Baby, take your time (Take your time)
Take your time
[Verse 7]
Take your time, ooh, baby
Take your time, if it takes all night
We can do it, we can do it, we can do it alright
We can do it, we can do it till the early  mornin' light
We can do it, come on, baby, we can do it all night
Take your time, come on, baby, let's do it tonight
Take your time, baby, if it takes all night
We can do it, we can do it, come on, let's do it, do it right
Take your time, ooh, baby
Come on, let's do it, let's do it, let's do it all night
Ooh, baby, we can do it, do it right
Take your time, let's do it, if it takes all night
Come on, baby, let's do it till the early mornin' light
[Verse 8]
Let's do it, let's do it, let's do it, do it right
Let's do it
Come on, baby, let's do it, if it takes all night
Let's do it
Come on, baby, let's do it, let's do it, do it right
Let's do it
Come on, honey, let's do it, if it takes all night
Let's do it
Let's do it, let's do it, let's do it, do it right
Let's do it
Come on, baby, let's do it, if it takes all night
Let's do it
Come on, honey, let's do it, let's do it tonight
Let's do it
We can do it, we can do it, let's do it, do it right
Let's do it
[Verse 9]
Baby, we can do it, take the time, do it right
We can do it, baby, do it tonight
Baby, we can do it, take your time, do it right
We can do it, baby, do it tonight
Baby, we can do it, take the time, do it right
We can do it, baby, do it tonight
Now, baby, we can do it, take the time, do it right
We can do it, baby, come on and do it tonight"
ML702;Peter Frampton;I'm In You;happy;"[Verse 1]
I don't care where I go when I'm with you
When I cry, you don't laugh 'cause you know me
[Verse 2]
I'm in you
You're in me
I'm in you
You're in me
'Cause you gave me the love, love that I never had
Yes, you gave me the love, love that I never had
[Verse 3]
You and I don't pretend we make love
I can't feel anymore than I'm singing, yeah
[Verse 4]
I'm in you
You're in me
I'm in you
You're in me
'Cause you gave me the love, love that I never had
You gave me the love, love that I never had
[Verse 5]
Come so far when you think of last fall
You can't buy what we made, you and I, oh
[Verse 6]
I'm in you
You're in me
I'm in you
You're in me
'Cause you gave me the love, love that I never had
Yes, you gave me the love, love that I never had
[Verse 7]
You gave me the love, love that I never had, yeah, yeah
I don't care where I go when I'm with you"
ML703;Operation Ivy;Unity;angry;"[Verse 1]
There's a war coming down
Between my brothers tonight
I don't want no war
Going down, going down tonight
[Verse 2]
Stop this war
Stop this war
[Verse 3]
Civilization? Ha! I call it as I see it
I call it bullshit, you know, I still cannot believe it
Our evolution now has gone the way of hate
A world evolved resolved into a stupid fate
[Verse 4]
Stop this war
Stop this war
[Verse 5]
All so different, yeah, I say we're all the same
All caught, you know, in the division game
Self destruction fast, impending like a bullet
No one can stop it, once it's fired, no one can control it
[Verse 6]
Stop this war
Stop this war
[Verse 7]
A final word, wait, it's not a call to action
We ain't no sect, no, this ain't no fucking faction
Unity, unity, unity, you've heard it all before
This time it's not exclusive – we want to stop a war
[Verse 8]
Stop this war
Stop this war
[Verse 9]
Ain't nothing wrong
With another unity song
Ain't nothing wrong
With another unity song
Ain't nothing wrong
Ain't nothing wrong
Ain't nothing wrong
Ain't nothing wrong with a unity song
[Verse 10]
Stop this war
Stop this war
[Verse 11]
Unity, as one, stand together
Unity, evolution's gonna come
Unity, as one, stand together
Unity, evolution's gonna come
[Verse 12]
Unity, as one, stand together
Unity, evolution's gonna come
Unity, as one, stand together
Unity, evolution's gonna come"
ML704;Papa Roach;Burn;angry;"[Verse 1]
I didn't know you were a fake
Every lie straight to my face
So blind, I could not see right behind my back
You stabbed me
I should have known you were a bitch
Shut up, you make me sick
Little man, and you're nothing like me
Lying, cheating, so deceiving
I trusted you, broke me down
And you screwed me over
[Verse 2]
Don't try to deny it
You cannot hide it
I'll be ignited when I get to watch you
Burn, burn, burn
I wanna watch you
Burn, burn, burn
I wanna watch you burn
You're gonna get what you deserve
I wanna watch you burn
[Verse 3]
You turn me inside out
My world is upside down
You got her, are you happy now?
You know you showed her, fucking me over
[Verse 4]
I trusted you, sold me out
This is far from over
[Verse 5]
Don't try to deny it
You cannot hide it
I'll be ignited when I get to watch you
Burn, burn, burn
I wanna watch you
Burn, burn, burn
I wanna watch you
Burn, burn
I wanna watch you burn
You're gonna get what you deserve
You'll never learn, yeah
[Verse 6]
Your time has come now
It's your turn
I wanna watch you burn
Burn, burn, burn
I wanna watch you
Burn, burn, burn
I wanna watch you burn
You're gonna get what you deserve
You'll never learn, yeah
You're time has come now
It's your turn
I wanna watch you
Burn, burn, burn
I wanna watch you
Burn, burn, burn
I wanna watch you burn"
ML705;Apocalyptica;Bring Them To Light ;angry;"He's large and ugly giant monster, headless on my back
This urgent haste in my head, materialized in this dark whole world
No one can help me there, I know this pain has gone too far
The fear is now so loud
Kill a child, I'm trying to protect myself
Against your old controlled hate
Pollution of mind filled all the space and destroyed my light
At least mine were never allowed
The hardest thing to me is facing the fear I live
No one can help me now, it's under my heart
I'll come to know the living, my demons are inside
I'll bring them all to light
I wanted to hate, I wanted to die
I wanted to see you sacrifice
I had to deal with the fear you gave me
But you fucker never tried to help me
I was jealous and I was scared
Nobody ever replaced my pain
To say I'm not evil, to tell I'm not bad
Too late, I'm lost in human nature
Leave me be
Set me free
Leave me be
Set me free
The hardest thing to me is facing the fear I live
No one can help me now, it's under my heart
I'll come to know the living, my demons are inside
I'll bring them all to light
Unexpected yet expected, emerged from the dark I come to life
You know me, you fear me, always me knocking at your door, always around
Insulted, disrespected, return to the dark into this life
You know me, you fear me
You know me, you fear me
You know me, you fear me
You know me, you fear me
You fear me
You fear me
The hardest thing to me is facing the fear I live
No one can help me now, it's under my heart
I'll come to know the living, my demons are inside
I'll bring them all to light"
ML706;Kopek;Love Is Dead;angry;"Love is dead dance is dead
Pop is dead grunge is dead
Rhythm and blues is dead
Punk rock music is dead
Heavy metal is dead
And rock and roll is dead
House is dead ska is dead
Jazz is dead glam is dead
Tin pan alley is dead
That motown sound is dead
Reggae music is dead
And rock and roll is dead
We didn't wanna lose you
To the barrel of a gun
Don't let the drugs confuse you
Maybe love will overcome
Everyone and push that feeling on
Coke is dead, speed is dead
Crack is dead, weed is dead
Ecstasy is dead, LSD is dead
Heroine is dead and Jesus is dead
We didn't wanna lose you
To the barrel of a gun
Don't let the drugs confuse you
Maybe love will overcome
Everyone and push that feeling on
John is dead Jim is dead
James is dead Michael dead
Janice Joplin is dead
Robert Johnson is dead
Jimmy Hendrix is dead
And Elvis is dead
Sid is dead Nat is dead
Kurt is dead Marvin dead
Nina Simone is dead
Rory Gallagher is dead
Frank Sinatra is dead
And love is dead
We didn't wanna lose you
To the barrel of a gun
Don't let the drugs confuse you
Maybe love will overcome
Everyone and push that feeling on, love is dead
We didn't wanna lose you, love is dead
We're still reaching for the sun, love is dead
Don't let the drugs confuse you, love is dead
Maybe love will overcome
Everyone and push that feeling on"
ML707;Peaches & Herb;Close Your Eyes;happy;"Close your eyes
Close your eyes
Take a deep breath
Open your eyes
Open your eyes
And whisper I love you, I love you
Tell me you love me, you love me
Tell me you love me, you love me
You love me
You love me
You love me
Hold me tight
Hold me tight
Don't say goodnight
Don't say goodnight
We have time
Lots of time
Everything's going to be alright
Everything's going to be alright
Hold me darling
And never let me go
Darling and tell me and tell me
You love me
You love me
You love me
You love me
No, no, no, no, no, no
Even though
Even though
This is not the way
I want it to be (ooh)
But if you
But if you
Must pretend
Have to pretend
That's alright with me
Close your eyes
Close your eyes
Take a deep breath
Open your eyes
Open your eyes
And whisper I love you, I love you
Tell me you love me, you love me
Please darling, tell me you love me
You love me
You love me
I love you darling with all my heart and soul"
ML708;The Temptations;You're My Everything;relaxed;"[Verse 1]
You surely must know magic, girl
'Cause you changed my life
It was dull and ordinary
You made it sunny and bright
[Chorus]
Now, I was blessed the day I found you
Gonna build my whole world around you
You're everything good, girl
And you're all that matters to me
[Verse 2]
When my way was dark and troubles were near
Your love provided the light so I could see, girl
Just knowin' your love was near when times were bad
Kept the world from closin' in on me girl
[Chorus]
I was blessed the day I found you
Gonna build my whole world around you
You're everything good girl
And you're all that matters to me
[Verse 3]
Baby, you're part of every thought I think each day
Your name is in every phrase my lips say
Every dream I dream is about you
Honey, I can't live without you
[Chorus]
Baby, baby, baby, baby, baby
You're my everything, you're my everything
Yes you are, you're my everything, girl
[Verse 4]
You're the girl I sing about
In every love song I sing
You're my everything
You're my winter, baby
My summer, my fall and spring
You're my everything
[Chorus]
Now, now, I was blessed the day I found you
Gonna build my whole world around you
You're everything good, girl
And you're all that matters to me
[Verse 5]
You're my everything, you're my everything
Yes you are, you're my everything
You're my everything, you're my everything"
ML709;GQ;I Do Love You;happy;"I do love you, ooooh
But it's alright, alright, aaah
I do love you
I love you, I love you
Ooh-ho-ho-ooh
I do love you
I love you, I love you
Ooh-ho-ho-ooh
I do love you
I love you so right now (I love you, I love you)
Ooh-ho-ho-ooh
My my baby, hey, yeah
Little darlin' I said (I do love you)
I love you so right now (I love you, I love you, ooh-ho-ho-ooh)
I'm never, never gonna let
Gonna let, gonna let you go, na-na-na
Pretty little baby (I do love you)
I say, I want you to try to understand(I love you, I love you, ooh-ho-ho-ooh)
That I, I want to be your lovin' man, babe (I do love you, I love you, I love you, ooh-ho-ho-ooh))
My baby, I love you so
And I don't want you to go, no, no, no, no
Why don't you listen to me, ya
I'm beggin' you on bended knees
I do love you
My girl, I prayed that your love (I love you, I love you, ooh-ho-ho-ooh)
It would come to me
Someday (I do love you)
Because I love you so, babe (I love you, I love you, ooh-ho-ho-ooh)
You're about to drive me mad oh girl, I say
I do love you, ooh-ho-ho-ooh
I do love you, ooh-ho-ho-ooh
Oh, baby, I love you so
And I don't want you to go
No, no, no, no, no, no
Why don't you listen to me
I'm beggin' you on bended knees
(I do love you)
(I love you, I love you, ooh-ho-ho-ooh)
(I do love you)
(I love you, I love you)
(I do love you)"
ML710;Chalino Sanchez;El Crimen De Culiacan;sad;"Les cantaré este corrido a dos hombres que mataron
Sin tenerles compasión vilmente los torturaron
Y ya muertos, con un carro por encima les pasaron
En la colonia El Palmito, la ciudad fue Culiacán
Andaban Francisco López, también Francisco Beltrán
Ellos no se imaginaban que los iban a matar
Francisco López tenía unas cuentas atrasadas
Había matado derecho al que le robó a su amada
Pero Francisco Beltrán no tenía culpa de nada
Otro día los encontraron al amanecer el día
Tenían las tripas de fuera y un perro se las comía
Unos momentos después, llegaba la policía
Con la banda sinaloense los fueron a sepultar
Y dos madresitas lloran sin poderse consolar
Por sus hijos adorados que ahorita en el cielo están
Ya con esta me despido, y les digo en mi cantar
Que las malas compañías nada bueno han de dejar
Lo digo por el corrido, no se les vaya a olvidar"
ML711;Shedaisy;Come Home Soon;relaxed;"I put away the groceries
And I take my daily bread
I dream of your arms around me
As I tuck the kids in bed
I don't know what you're doing
And I don't know where you are
But I look up at that great big sky
And I hope you're wishing on that same bright star
I wonder, I pray
And I sleep alone, I cry alone
And it's so hard living here on my own
So please, come home soon
Come home soon
I know that we're together
Even though we're far apart
And I'll wear our lucky penny
Round my neck, pressed to my heart
I wonder, I pray
I sleep alone, I cry alone
And it's so hard living here on my own
So please, come home soon
I still imagine your touch
It's beautiful missing something that much
But sometimes love needs a fighting chance
So I'll wait my turn until it's our turn to dance
I wonder, I pray
I sleep alone, I cry alone
Without you this house is not a home
So please, come home soon
I'll walk alone, I'll try alone
And I'll wait for you
Don't want to die alone
So please, come home soon
Come home soon (please)
Come home soon"
ML712;Garth Brooks;Standing Outside The Fire;angry;"We call them cool
Those hearts that have no scars to show
The ones that never do let go
And risk the tables being turned
We call them fools
Who have to dance within the flame
Who chance the sorrow, and the shame
That always comes with getting burned
But you've got to be tough when consumed by desire
'Cause it's not enough just to stand outside the fire
We call them strong
Those who can face this world alone
Who seem to get by on their own
Those who will never take the fall
We call them weak
Who are unable to resist
The slightest chance love might exist
And further forsake it all
They're so hell-bent on giving, walking haywire
Convinced it's not living, if you stand outside the fire
Standing outside the fire
Standing outside the fire
Life is not tried, it is merely survived
If you're standing outside the fire
There's this love that is burning, deep in my soul
Constantly yearning, to get out of control
Wanting to fly higher and higher
I can't abide standing outside the fire
Standing outside the fire
Standing outside the fire
Life is not tried, it is merely survived
If you're standing outside the fire
Standing outside the fire
Standing outside the fire
Life is not tried, it is merely survived
If you're standing outside the fire
Standing outside the fire
Standing outside the fire
Life is not tried, it is merely survived
If you're standing outside the fire"
ML713;Lee Ann Womack;I May Hate Myself In The Morning;angry;"[Verse 1]
Ain't it just like one of us to pick up the phone
And call after a couple of drinks?
And say, how you been? I been wonderin'
That maybe you've been thinkin' 'bout me
[Verse 2]
And somewhere in the conversation
An old familiar invitation always arrives
And I may hate myself in the morning
But I'm gonna love you tonight
[Verse 3]
Everyone's known someone
That they just can't help but want
And even though we just can't make it work out
Well the want-to lingers on
[Verse 4]
So once again we wind up in each other's arms
Pretending that it's right
And I may hate myself in the morning
But I'm gonna love you tonight
[Verse 5]
I know it's wrong
But it ain't easy moving on
So why can't two friends
Remember the good times once again?
[Verse 6]
Tomorrow when I wake up
I'll be feeling a little guilty, a little sad
Thinkin' how it used to be
Before everything went bad
[Verse 7]
And I guess that's what it is
In lonely late night calls like this, that we try to find
And I may hate myself in the morning
But I'm gonna love you tonight
And I may hate myself in the morning
But I'm gonna love you tonight"
ML714;Nat King Cole;L-O-V-E;happy;"[Verse 1]
L is for the way you look at me
O is for the only one I see
V is very, very extraordinary
E is even more than any one that you adore can
[Chorus]
Love is all that I can give to you
Love is more than just a game for two
Two in love can make it
Take my heart and please don't break it
Love was made for me and you
[Verse 2]
L is for the way you look at me
O is for the only one I see
V is very, very extraordinary
E is even more than any one that you adore can
[Chorus]
Love is all that I can give to you
Love is more than just a game for two
Two in love can make it
Take my heart and please don't break it
Love was made for me and you
[Outro]
Love was made for me and you
Love was made for me and you"
ML715;Jose Feliciano;Light My Fire;angry;"You know that it would be untrue
You know that I would be a liar
If I was to say to you, hey
Girl, we couldn't get much higher
Come on, baby, light my fire
Come on, baby, light my fire
Try to set the night on fire
Mm, the time for hesitation's through
There's no time to wallow in the mire
Darling, we could only lose
And our love become a funeral pyre
Come on, baby, light my fire
Come on, baby, light my fire
Try to set the night on fire
Well, you know that it would be untrue
And you know that I would be a liar
If I was to go and tell you
Mama, we couldn't get much higher
Yeah, come on, baby, light my fire
Come on, baby, light my fire, yeah
Try to set the night on fire, hey
Hey, come on, baby, light, light my fire, yeah
Come on, babe, light my fire
Don't you know it's all right?
Light my fire, light my fire, light my fire
Oh, light my fire, light my fire, light my fire, yeah, girl
Girl, you better light my fire, yeah
You better light, you better light, you better light my fire
And we're gonna get much higher
Oh, come on, girl
You know I love you, girl
You know I need you, babe
Come on, light, light, light, light my fire
Light my fire
A-light my fire
Light my fire, light my fire, light my fire
Light, light, light, light, light my, light my fire"
ML716;DeBarge;All This Love;happy;"[Verse 1]
I had some problems
And no one could seem to solve them
But you found the answer
You told me to take this chance
[PreChorus]
And learn the ways of love, my baby
And all that it has to offer
In time, you will see
That love won't let you down
[Verse 2]
You said that you loved me
Said hurt only came to pass me
It sounded so convincing
That I gave it half a chance
[PreChorus]
And learned the ways of love, my baby (And learned the ways of love)
There is so much love inside me
And all that I have, I give my all to you
All, all my love, baby
[Chorus]
And all this love is waiting for you (All this love is waiting for you)
My baby, my darling
And all, all my love is waiting for you (All this love is waiting for you)
[Verse 3]
Oh, I, I had some problems
And no one could seem to solve them
But you, you, you found the answer
So I gave it half a chance
[PreChorus]
And learned the ways of love, my baby (And learned the ways of love)
And all that it has to offer
And all that I have, I give my all to you
All, all my love, babe
[Chorus]
And all this love is waiting for you (All this love is waiting for you)
My baby, my sugar
And all, all my love is waiting for you, ooh-ooh-ooh, ooh-ooh, ooh-ooh (All this love is waiting for you)
[Chorus]
All this love is waiting for you, ooh (All this love is waiting for you)
And all, all my love is waiting for you (All this love is waiting for you)
My baby, and, baby, all, baby, all, all (All this love is waiting for you)
My sugar, my baby
And all, all my love is waiting for you (All this love is waiting for you)
[Chorus]
Oh, I love how you make me feel this way (All this love is waiting for you)
My love is getting stronger every day, my baby (Your love is waiting now)
And after all I went and put myself through (All this love is waiting for you)
I found that all I really needed was you, my darling (Your love is waiting now)
[Bridge]
As the sun has its place up in the sky
I love you so dearly
And all the same, there's no need to wonder why
I need you, please hear me
[Bridge]
Say you really love me, baby
Say you really love me, darling
Say it, baby
'Cause I really love you, baby
Aw, baby
Oh, I really love you, darling
[Bridge]
And, baby, all (Say you really love me, baby)
All this love is waiting for you (Say you really love me, darling, 'cause I really love you, baby)
My baby (Oh, I really love you, darling)
And, baby, all this love (Say you really love me, baby, say you really love me, darling, oh, 'cause I really love you, baby)
Baby, sure enough waiting (Sure enough love you, darling)
[Outro]
Say, say you love me
Oh, I love you
Baby, all my love is waiting for you, my baby
Ow"
ML717;Norah Jones;My Blue Heaven;relaxed;"When whippoorwills call and evening is nigh
I hurry to my blue heaven
Just a turn to the right, you'll find a little white light
Will lead you to my Blue Heaven

You'll see a smiling face, a fireplace, a cozy little room
A little nest that nestles where the roses bloom
Just Marley and me, and baby makes three
We're happy in my blue heaven

You'll see a smiling face, a fireplace, a cozy little room
A little nest that nestles where the roses bloom
Just Marley and me, and baby makes three
We're happy in my blue heaven
So happy in my blue heaven"
ML718;Elmore James;The Sky Is Crying;relaxed;"[Verse 1]
The sky is crying, look at the tears roll down the street
The sky is crying, look at the tears roll down the street
I'm waitin' in tears, looking for my baby
And I wonder where can she be?
[Verse 2]
I saw my baby one mornin' and she was walking on down the street
I saw my baby one mornin', yeah, she was walking on down the street
Made me feel so good
Until my poor heart would skip a beat
[Verse 3]
I got a bad feelin', my baby, my baby don't love me no more
I got a bad feelin' my baby don't love me no more
Now the sky's been cryin'
The tears rolling down my door"
